"";"hashed_id";"profession_declaree";"profession_recode"
"8345";2845;"Gestionnaire administration des ventes (ADV)";"Gestionnaire administration des ventes (ADV)"
"8346";3851;"Graphiste";"Graphiste"
"8347";6267;"Auxiliaire infirmière";"Auxiliaire infirmière"
"8348";8482;"Ingénieure-conseil en bâtiment";"Ingénieure-conseil en bâtiment"
"8349";7521;"Haut fonctionnaire (État)";"Haut fonctionnaire (État)"
"8350";6688;"secretaire";"Secrétaire"
"8351";6174;"Directeur régional";"Directeur régional"
"8352";8836;"Directeur commercial (50 salariés ou plus)";"Directeur commercial (50 salariés ou plus)"
"8353";5467;"Infirmier à domicile";"Infirmier à domicile"
"8354";1462;"Enseignant de la conduite";"Moniteur d'école de conduite"
"8355";3574;"Gérant de grande surface";"Gérant de grande surface"
"8356";9220;"Chargée de communication";"Chargée de communication"
"8357";2240;"Analyste développeuse";"Analyste développeuse"
"8358";7931;"Technicienne du bâtiment";"Électricienne du bâtiment"
"8359";9757;"Ingénieur d'exploitation industrielle";"Ingénieur d'exploitation industrielle"
"8360";5816;"Directrice commerciale (50 salariés ou plus)";"Directrice commerciale (50 salariés ou plus)"
"8361";2016;"Chef d'entreprise de production industrielle";"Chef d'entreprise de l'industrie"
"8362";2202;"Cuisinier traditionnel";"Cuisinier"
"8363";6658;"Consultante en communication";"Consultante en communication"
"8364";2495;"Ingénieur de fabrication industrielle";"Ingénieur de fabrication industrielle"
"8365";2989;"Plonge";"Plongeur de la restauration"
"8366";4297;"Conducteur engin agricole et poids lourds";"Conducteur d'engins BTP"
"8367";6928;"Equipe";NA
"8368";9101;"Ergothérapeute";"Ergothérapeute"
"8369";723;"Cuisinier de collectivité";"Cuisinier de collectivité"
"8370";4172;"Directrice commerciale";"Directrice commerciale"
"8371";1149;"Responsable de site industriel";"Responsable de fabrication industrielle"
"8372";3776;"Aide cuisinier";"Aide cuisinier"
"8373";6989;"Vendeuse de primeurs";"Vendeuse de primeurs"
"8374";9169;"Serveur de café, bar, hôtel";"Serveur de café, bar, hôtel"
"8375";8377;"Chargée de relations entreprises";"Chargée de relations externes"
"8376";5663;"Chauffeur accompagnateur institut médico éducatif";"Accompagnateur de transport"
"8377";8814;"Humanitaire";NA
"8378";4587;"Responsable de l'administration des ventes (ADV)";"Responsable de l'administration des ventes (ADV)"
"8379";8445;"Foraine";"Foraine"
"8380";226;"Premier vendeur";"Premier vendeur"
"8381";7205;"Marin";"Marin de la marine marchande"
"8382";8986;"Chef de projet crm";"Chef de projet informatique"
"8383";943;"Office manager";"Office manager"
"8384";573;"Enseignante certifiée en lycée (CAPES, CAPET)";"Enseignante certifiée en lycée"
"8385";3211;"Traductrice littéraire";"Traductrice littéraire"
"8386";3876;"Chef pâtissier dans un restaurant";"Chef pâtissier dans un restaurant"
"8387";10151;"Responsable commercial";"Responsable commercial"
"8388";8191;"Assistant car quality manager";"Inspecteur qualité"
"8389";6107;"Pourquoi vous êtes de la police ?";NA
"8390";1166;"Agricultrice en arboriculture";"Agricultrice en arboriculture"
"8391";1304;"Enseignante certifiée en collège";"Enseignante certifiée en collège"
"8392";5113;"Chauffeur routier";"Chauffeur routier"
"8393";5505;"Militaire du rang";"Militaire du rang"
"8394";3693;"Animateur hygiène sécurité environnement (HSE)";"Animateur hygiène sécurité environnement (HSE)"
"8395";1562;"Directeur de salle de la restauration";"Directeur de salle de la restauration"
"8396";2376;"Formateur en centre de formation pour apprentis (CFA)";"Formateur en centre de formation pour apprentis (CFA)"
"8397";4407;"Agent immobilier (négociateur)";"Agent immobilier (négociateur)"
"8398";9026;"Administrateur de la fonction publique d'État";"Administrateur de la fonction publique d'État"
"8399";3306;"Éducateur Sportif";"Éducateur sportif"
"8400";1365;"Infirmière en psychiatrie";"Infirmière en psychiatrie"
"8401";3997;"Dessinateur bureau d’étude";"Dessinateur industriel"
"8402";9879;"Audioprothésiste";"Audioprothésiste"
"8403";9799;"DIRECTRICE";NA
"8404";6711;"Responsable formation dans le cosmétique";"Responsable formation d'entreprise"
"8405";2088;"Consultant en assurances";"Conseiller en assurances"
"8406";4732;"Bobineuse";"Monteuse bobinière"
"8407";827;"Directeur adjoint";NA
"8408";6663;"Conducteur d'engins BTP";"Conducteur d'engins BTP"
"8409";1206;"Agriculteur céréalier";"Agriculteur céréalier"
"8410";595;"Charge de projet";"Chargée de projet SIG"
"8411";9447;"Manipulatrice imagerie médicale";"Manipulatrice imagerie médicale"
"8412";7627;"Rédacteur";"Rédacteur de presse"
"8413";8690;"Gestionnaire assurance";"Gestionnaire d'assurance"
"8414";6060;"Responsable des ressources humaines d'entreprise";"Responsable des ressources humaines (RH) d'entreprise"
"8415";4154;"Chargée de recrutement";"Chargée de recrutement"
"8416";8168;"Opticienne";"Opticienne"
"8417";1555;"Référent Qualité";"Responsable qualité"
"8418";4538;"Psychiatre";"Psychiatre"
"8419";3408;"technico commercial";"Technico-commercial en matériels de bureau"
"8420";4676;"Notariat";"Assistante notariale"
"8421";9087;"Directeur des études économiques et financières";"Directeur des études économiques et financières"
"8422";158;"Assistante marketing digital campagnes CRM";"Assistante marketing"
"8423";3060;"Assistant d'éducation (AED)";"Assistant d'éducation (AED)"
"8424";716;"Cadre en marketing";"Cadre en marketing"
"8425";7471;"Formatrice en centre de formation pour apprentis (CFA)";"Formatrice en centre de formation pour apprentis (CFA)"
"8426";5056;"Expert-comptable";"Expert-comptable"
"8427";1428;"Chargée d'études marketing juniore";"Chargée d'études marketing"
"8428";5987;"Assistante sociale";"Assistante sociale"
"8429";971;"Chef de projet informatique";"Chef de projet informatique"
"8430";1215;"Technicienne helpdesk informatique";"Technicienne helpdesk informatique"
"8431";9015;"Peintre en bâtiment";"Peintre en bâtiment"
"8432";6038;"Comptable d'entreprise";"Comptable d'entreprise"
"8433";183;"Rédacteur web";"Rédacteur web"
"8434";3969;"Directeur commercial";"Directeur commercial"
"8435";4780;"Chargée de communication digitale";"Chargée de communication digitale"
"8436";2746;"Office manager";"Office manager"
"8437";2512;"Indépendant";NA
"8438";1367;"Cadre";NA
"8439";10138;"Vendeur";"Vendeur de meubles"
"8440";7010;"Gestionnaire comptable";"Gestionnaire comptable"
"8441";7578;"coordinatrice de pilotage centralisé";NA
"8442";5071;"Ingénieur territorial";"Ingénieur territorial"
"8443";3902;"Hôtesse de caisse";"Hôtesse de caisse"
"8444";6771;"Praticienne en bien-être";"Praticienne en bien-être"
"8445";4413;"Assistante marketing";"Assistante marketing"
"8446";8759;"Technicien administratif de l'État";"Technicien administratif de l'État"
"8447";1728;"Employée administrative (gestion)";"Employée administrative (gestion)"
"8448";6259;"Comptable d'entreprise";"Comptable d'entreprise"
"8449";2997;"Chef de secteur du commerce";"Chef de secteur du commerce"
"8450";8229;"Ingénieur des télécommunications";"Ingénieur des télécommunications"
"8451";9608;"Product manager";"Product manager"
"8452";6089;"Ingénieur d'application informatique";"Ingénieur d'application informatique"
"8453";10008;"Secrétaire assistante de direction";"Secrétaire assistante de direction"
"8454";4080;"Cadre en marketing";"Cadre en marketing"
"8455";2511;"Technicien de bureau d'études de l'industrie";"Technicien de bureau d'études de l'industrie"
"8456";3825;"Cadre commerciale de l'industrie";"Cadre commerciale de l'industrie"
"8457";1187;"Gérant d'une entreprise de maçonnerie";"Gérant d'une entreprise de maçonnerie"
"8458";731;"Chargée d'accueil et d'information";"Chargée d'accueil et d'information"
"8459";5968;"Animateur économique";"Animateur social"
"8460";2498;"Cadre superieur";NA
"8461";765;"Directeur adjoint restaurant";"Directeur de restaurant"
"8462";5054;"Rédacteur Web SEO";"Rédacteur web"
"8463";8983;"Administrateur de système d'information";"Administrateur de système d'information"
"8464";8998;"Asd";"Aide-soignant"
"8465";4167;"Chargé de recrutement";"Chargé de recrutement"
"8466";9607;"Réparateur frigoriste en entreprise";"Réparateur frigoriste en entreprise"
"8467";5755;"Responsable de magasin du commerce";"Responsable de magasin du commerce"
"8468";5434;"Pharmacienne affaires réglementaires";"Pharmacienne affaires réglementaires"
"8469";931;"Cadre";NA
"8470";10374;"Chargé de location";"Chargé de gestion locative"
"8471";9339;"Développeur informatique";"Développeur en informatique"
"8472";8770;"Ingénieur en aménagement et environnement, missions de maîtrise d'ouvrage d'insertion";"Ingénieur environnement (protection de l'environnement)"
"8473";3994;"Technico-commerciale en services aux entreprises";"Technico-commerciale en services aux entreprises"
"8474";8650;"Technicien amelioration qualité";"Technicien contrôle qualité"
"8475";206;"Gestionnaire administration des ventes (ADV)";"Gestionnaire administration des ventes (ADV)"
"8476";2184;"Graphiste";"Graphiste"
"8477";2644;"adjoint administratif";"Adjoint administratif (gestion)"
"8478";5923;"Directeur général d'entreprise du tourisme";"Directeur général d'entreprise du tourisme"
"8479";3115;"Expert technique assurance maladie";"Technicien de l'assurance maladie"
"8480";280;"Commise pâtissière de restaurant";"Commise pâtissière de restaurant"
"8481";4287;"Agent commercial en immobilier";"Commercial en immobilier"
"8482";3353;"Secretaire medicale";"Secrétaire médicale"
"8483";3555;"DECORATRICE";"Artisane décoratrice"
"8484";7856;"Agent maintenance";"Agent de maintenance industrielle"
"8485";2817;"Manager";"Business manager"
"8486";6239;"Employé de banque";"Employé de banque"
"8487";7147;"Ingenieur commercial";"Ingénieur commercial"
"8488";4372;"Ingénieur aéronautique (recherche et développement)";"Ingénieur aéronautique recherche et développement (R&D)"
"8489";6200;"Traffic web manager";"Traffic web manager"
"8490";2732;"Professeur contractuel en lycée";"Professeur contractuel en lycée"
"8491";9240;"Freelance";NA
"8492";1726;"Coiffeur styliste";"Coiffeur styliste"
"8493";10272;"Office manager";"Office manager"
"8494";8139;"Opticien-lunetier";"Opticien-lunetier"
"8495";3440;"Agent hospitalier";"Agent de service hospitalier (ASH)"
"8496";9284;"Secrétaire médicale";"Secrétaire médicale"
"8497";7701;"Technicien de fabrication de l'industrie";"Technicien de fabrication de l'industrie"
"8498";6277;"Responsable trade Marketing";"Responsable marketing"
"8499";9632;"Responsable des relations sociales en entreprise";"Responsable des relations sociales en entreprise"
"8500";7930;"osteopathe";"Ostéopathe"
"8501";4592;"Agent commercial de banque";"Agent commercial de banque"
"8502";1975;"Conseiller en gestion de patrimoine";"Conseiller en gestion de patrimoine"
"8503";8878;"Adjoint chef comptable";"Adjoint chef comptable"
"8504";5025;"Boucher dans un hypermarché";"Boucher"
"8505";3924;"Responsable contrôle de gestion";"Responsable contrôle de gestion"
"8506";7753;"Ambulancier";"Ambulancier"
"8507";2058;"Assistant commercial";"Assistant commercial"
"8508";771;"Coiffeur barbier";"Coiffeur barbier"
"8509";2971;"Directeur général d'entreprise de services";"Directeur général d'entreprise de services"
"8510";7595;"Assistante sociale";"Assistante sociale"
"8511";8043;"Consultant informatique";"Consultant informatique"
"8512";8888;"Secrétaire général (50 salariés ou plus)";"Secrétaire général (50 salariés ou plus)"
"8513";6717;"chargé de mission sport et loisir";"Chargé de mission développement territorial"
"8514";6791;"Gestionnaire de données techniques";"Gestionnaire de base de données"
"8515";2693;"Responsable antenne";NA
"8516";2347;"Assistante de gestion";"Assistante de gestion commerciale"
"8517";7077;"Concepteur multimédia";"Concepteur designer graphique"
"8518";6005;"Employe libre service";"Employée de libre service (ELS)"
"8519";5028;"Fonctionnaire";NA
"8520";10339;"Commerçante d'articles pour bébés";"Commerçante d'articles pour bébés"
"8521";6846;"Webdesigner";"Web designer"
"8522";7410;"Directeur général d'entreprise de services";"Directeur général d'entreprise de services"
"8523";5024;"Commercial";"Représentant en matériels de bureau"
"8524";270;"Consultante en ressources humaines";"Consultante en ressources humaines (RH)"
"8525";6436;"Administrateur système informatique";"Administrateur système informatique"
"8526";6007;"Électrotechnicien de maintenance industrielle";"Électrotechnicien de maintenance industrielle"
"8527";2778;"Technicienne administrative de l'État";"Technicienne administrative de l'État"
"8528";4865;"Juriste";"Juriste"
"8529";8340;"Responsable service commercial de magasin";"Responsable service commercial de magasin"
"8530";6108;"Directeur commercial (50 salariés ou plus)";"Directeur commercial (50 salariés ou plus)"
"8531";2001;"Gestionnaire de flux";"Économe de flux"
"8532";2898;"Bibliothécaire";"Bibliothécaire"
"8533";5855;"Sociologue d'entreprise";"Sociologue d'entreprise"
"8534";450;"Directeur commercial (50 salariés ou plus)";"Directeur commercial (50 salariés ou plus)"
"8535";1972;"Inspectrice des finances publiques";"Inspectrice des finances publiques"
"8536";7887;"Zeuubii";NA
"8537";3714;"Trader";"Trader"
"8538";4807;"Électromécanicien de fabrication industrielle";"Électromécanicien de fabrication industrielle"
"8539";1062;"Ingénieur commercial";"Ingénieur commercial"
"8540";4183;"Chef de projet informatique";"Chef de projet informatique"
"8541";2467;"Avocate collaboratrice";"Avocate collaboratrice"
"8542";7108;"Architecte de systèmes d'information";"Architecte de systèmes d'information"
"8543";238;"Aide-soignante";"Aide-soignante"
"8544";79;"INGENIEUR";NA
"8545";1051;"Responsable financière";"Responsable financière"
"8546";816;"Second de cuisine";"Second de cuisine"
"8547";8720;"Technicien études électriques";"Technicien électricien"
"8548";2225;"Responsable back office";"Responsable back office"
"8549";9474;"Office manager";"Office manager"
"8550";161;"Cadre en marketing";"Cadre en marketing"
"8551";9130;"Agent de la fonction publique territoriale";"Agent de comptabilité de la fonction publique"
"8552";7650;"Directrice ecommerce";"Directrice commerciale"
"8553";7361;"Chef barman";"Chef barman"
"8554";6490;"Gérant de commerce de biens intermédiaires";"Gérant de commerce de biens intermédiaires"
"8555";9767;"Responsable achats et approvisionnements de l'industrie";"Responsable achats et approvisionnements de l'industrie"
"8556";6123;"Artiste tatoueur";"Tatoueur"
"8557";5877;"Dessinateur projeteur BTP";"Dessinateur projeteur BTP"
"8558";1396;"Employee";NA
"8559";5787;"Chargée de mission développement territorial";"Chargée de mission développement territorial"
"8560";3284;"Directeur adjoint commerce de distribution";"Manager de la grande distribution"
"8561";9894;"Secrétaire assistante";"Secrétaire assistante"
"8562";2074;"Assistante ADV";"Assistante administration des ventes (adv)"
"8563";7188;"Dessinateur concepteur";"Dessinateur concepteur"
"8564";9790;"Assistant documentaliste";"Assistant documentaliste"
"8565";6630;"Conseiller clientèle bancaire";"Conseiller clientèle bancaire"
"8566";136;"Technicienne contrôle qualité";"Technicienne contrôle qualité"
